Delivery Challan ID,Challan Date,Delivery Challan Number,Challan Type,Status,Invoice Status,Branch ID,Branch Name,Customer ID,Customer Name,Place of Supply,GST Treatment,GST Identification Number (GSTIN),Is Inclusive Tax,Template Name,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Entity Discount Amount,Entity Discount Percent,Item Name,MRP,Product ID,SKU,Kit Combo Item Name,Account,Item Desc,QuantityOrdered,QuantityInvoiced,Usage unit,Item Price,Discount,Discount Amount,HSN/SAC,Is Tax Calculated on Label Price,Warehouse Name,Supply Type,Tax ID,Item Tax,Item Tax %,Item Tax Amount,Item Tax Type,Item Tax Authority,Item Tax Exemption Reason,Item Type,Loaction,Item Total,SubTotal,Total,Item.CF.No of pcs in Master carton,CF.Dispatched Through,CF.Tracking No,CF.Send By
99381000000590225,2020-01-28,DC-00034,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000014461,MASS TECHNOLOGY,KL,business_gst,32ATZPV7500Q1ZN,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Front Display Board Bench PC,,99381000000542197,BPC111,,Sales,,1.00,0.00,pcs,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000603860,2020-01-31,DC-00035,others,Draft,,99381000000098082,Cochin,99381000000126001,YELLOW SCALES,KL,business_gst,32CPDPS6051P1ZG,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,DISPLAY SET FRONT,,99381000000306342,ECS808,,Sales,,1.00,0.00,nos,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000663082,2020-02-20,DC-00036,others,Draft,,99381000000098082,Cochin,99381000000084733,ELMASS SYSTEMS & SERVICES,KL,business_gst,32AACFE8918M1Z7,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Analytical Balance 220g/1 mg,,99381000000205935,BSM2203,,Sales,"Make : YES WEIGH Model : YSJ 50
",1.00,0.00,nos,7400.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1332.00,Tax Group,,,goods,,7400.00,7400.00,8732.00,,,,
99381000000690842,2020-02-26,DC-00037,others,Draft,,99381000000098082,Cochin,99381000000014794,ALUVA SCALES INC,KL,business_gst,32AAWFA5290Q1ZO,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,DISPLAY SET FRONT,,99381000000306342,ECS808,,Sales,,1.00,0.00,nos,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000691238,2020-02-27,DC-00038,others,Draft,,99381000000098082,Cochin,99381000000136578,DIGITAL SCALE,KL,business_gst,32AOLPN0287R2ZA,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Load Cell 40kg,,99381000000542288,APC208,,Sales,,1.00,0.00,pcs,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000260052,GST18 & KFC,19.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000691238,2020-02-27,DC-00038,others,Draft,,99381000000098082,Cochin,99381000000136578,DIGITAL SCALE,KL,business_gst,32AOLPN0287R2ZA,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,MOTHER BOARD ATM/BENCH PC,,99381000000313080,BPC114,,Sales,,1.00,0.00,nos,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000260052,GST18 & KFC,19.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000691238,2020-02-27,DC-00038,others,Draft,,99381000000098082,Cochin,99381000000136578,DIGITAL SCALE,KL,business_gst,32AOLPN0287R2ZA,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,ATM PC / BENCH PC BATTERY 4V  4.5AH,,99381000000691252,APC209,,Sales,,3.00,0.00,nos,0.00,0.00,0.0,85068090,FALSE,Cochin,Taxable,99381000000260052,GST18 & KFC,19.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000691298,2020-02-27,DC-00039,Job Work,Draft,,99381000000098082,Cochin,99381000000116788,Interweighing Pvt Ltd,KL,business_gst,32AAFCI1950F1ZZ,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,ECS with Printer,,99381000000011617,ECS5W,,Sales,Make:YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III,1.00,0.00,nos,10500.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1890.00,Tax Group,,,goods,,10500.00,39250.00,46315.00,,,,
99381000000691298,2020-02-27,DC-00039,Job Work,Draft,,99381000000098082,Cochin,99381000000116788,Interweighing Pvt Ltd,KL,business_gst,32AAFCI1950F1ZZ,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Label Printing scale,,99381000000194633,Q8LBL,,Sales,Make:YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III,1.00,0.00,nos,16500.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,2970.00,Tax Group,,,goods,,16500.00,39250.00,46315.00,,,,
99381000000691298,2020-02-27,DC-00039,Job Work,Draft,,99381000000098082,Cochin,99381000000116788,Interweighing Pvt Ltd,KL,business_gst,32AAFCI1950F1ZZ,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,ECS Indicator,,99381000000343199,ECSIND,,Sales,,1.00,0.00,nos,10500.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1890.00,Tax Group,,,goods,,10500.00,39250.00,46315.00,,,,
99381000000691298,2020-02-27,DC-00039,Job Work,Draft,,99381000000098082,Cochin,99381000000116788,Interweighing Pvt Ltd,KL,business_gst,32AAFCI1950F1ZZ,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,BARCODE SCANNER PT - 198,,99381000000220093,PT198,,Sales,"1D Barcode scanner 
RS232 Serial Port ",1.00,0.00,nos,1750.00,0.00,0.0,84716050,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,315.00,Tax Group,,,goods,,1750.00,39250.00,46315.00,,,,
99381000000691570,2020-02-27,DC-00040,others,Draft,,99381000000098082,Cochin,99381000000102001,TRANSWORLD SCALES SERVICES,KL,business_gst,32AWCPS0193C1ZX,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Cash Box,,99381000000343208,ECSCD,,Sales,,1.00,0.00,nos,0.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000691630,2020-02-28,DC-00041,others,Draft,,99381000000098082,Cochin,99381000000231096,Victory Scales,KL,business_gst,32AAAAV1247P1ZC,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Price Computing scale,,99381000000016031,ATMPC,,Sales,Make: YESWEIGH  Model:YSP-30   Max:20kg  e:2g  Min:40g  Class:III,1.00,0.00,nos,0.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000695596,2020-02-29,DC-00042,others,Draft,,99381000000098082,Cochin,99381000000036062,TRAVANCORE SCALES SERVICES,KL,business_gst,32APBPN7027C2ZD,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,DISPLAY SET FRONT,,99381000000306342,ECS808,,Sales,,1.00,0.00,nos,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000706734,2020-03-04,DC-00043,others,Draft,,99381000000098082,Cochin,99381000000036062,TRAVANCORE SCALES SERVICES,KL,business_gst,32APBPN7027C2ZD,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,DISPLAY SET FRONT,,99381000000306342,ECS808,,Sales,,1.00,0.00,nos,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000714044,2020-03-09,DC-00044,others,Draft,,99381000000098082,Cochin,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,DISPLAY SET FRONT,,99381000000306342,ECS808,,Sales,,2.00,0.00,nos,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000716001,2020-03-10,DC-00045,others,Draft,,99381000000098082,Cochin,99381000000084733,ELMASS SYSTEMS & SERVICES,KL,business_gst,32AACFE8918M1Z7,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Label Printing scale,,99381000000194633,Q8LBL,,Sales,Make:YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III,1.00,0.00,nos,0.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000723107,2020-03-12,DC-00046,others,Draft,,99381000000098082,Cochin,99381000000102001,TRANSWORLD SCALES SERVICES,KL,business_gst,32AWCPS0193C1ZX,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Analytical Balance 220g/1 mg,,99381000000205935,BSM2203,,Sales,"Make : YES WEIGH Model : YSJ 50
",1.00,0.00,nos,7400.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1332.00,Tax Group,,,goods,,7400.00,7400.00,8732.00,,,,
99381000000723209,2020-03-12,DC-00047,others,Draft,,99381000000098082,Cochin,99381000000154574,TAKYON SYSTEMS,KL,business_gst,32AANFT0176D1ZE,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,MOTHER BOARD ATM/BENCH PC,,99381000000313080,BPC114,,Sales,,1.00,0.00,nos,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000723225,2020-03-12,DC-00048,others,Draft,,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Panel Overlay Sticker Bench PC,,99381000000542125,BPC103,,Sales,,1.00,0.00,pcs,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000738031,2020-03-17,DC-00049,others,Draft,,99381000000098082,Cochin,99381000000116788,Interweighing Pvt Ltd,KL,business_gst,32AAFCI1950F1ZZ,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Table Top 300X230 MS Pole 6v,,99381000000738002,TT300X230MSPOLE6V,,Sales,"Make : YESWEIGH Model:YST30
Max:30kg e:5g Min:100g",1.00,0.00,nos,1200.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,216.00,Tax Group,,,goods,,1200.00,1200.00,1416.00,,,,
99381000000741005,2020-03-18,DC-00050,others,Draft,,99381000000098082,Cochin,99381000000084733,ELMASS SYSTEMS & SERVICES,KL,business_gst,32AACFE8918M1Z7,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,MOTHER BOARD,,99381000000306276,ECS815,,Sales,,1.00,0.00,pcs,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000832033,2020-05-06,DC-00051,others,Draft,,99381000000098082,Cochin,99381000000102001,TRANSWORLD SCALES SERVICES,KL,business_gst,32AWCPS0193C1ZX,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,MOTHER BOARD,,99381000000306276,ECS815,,Sales,,1.00,0.00,pcs,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000833080,2020-05-07,DC-00052,others,Draft,,99381000000098082,Cochin,99381000000126001,YELLOW SCALES,KL,business_gst,32CPDPS6051P1ZG,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Motherboard ATM PC Waterproof,,99381000000542355,WPC402,,Sales,,1.00,0.00,pcs,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000833080,2020-05-07,DC-00052,others,Draft,,99381000000098082,Cochin,99381000000126001,YELLOW SCALES,KL,business_gst,32CPDPS6051P1ZG,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,MOTHER BOARD ATM/BENCH PC,,99381000000313080,BPC114,,Sales,,1.00,0.00,nos,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000835380,2020-05-08,DC-00053,others,Draft,,99381000000098082,Cochin,99381000000136578,DIGITAL SCALE,KL,business_gst,32AOLPN0287R2ZA,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Touch Keypad ATM PC Touch,,99381000000542306,TPC302,,Sales,,5.00,0.00,pcs,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000835380,2020-05-08,DC-00053,others,Draft,,99381000000098082,Cochin,99381000000136578,DIGITAL SCALE,KL,business_gst,32AOLPN0287R2ZA,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,AC/DC Adaptor,,99381000000542391,WPC406,,Sales,,5.00,0.00,pcs,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000838048,2020-05-08,DC-00054,others,Draft,,99381000000098082,Cochin,99381000000151001,Dynamic Enterprises,KL,business_gst,32ATJPS7075B1ZN,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,DISPLAY SET FRONT,,99381000000306342,ECS808,,Sales,,1.00,0.00,nos,0.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,0.00,Tax Group,,,goods,,0.00,0.00,0.00,,,,
99381000000929249,2020-05-29,DC-00057,others,Draft,,99381000000098082,Cochin,99381000000231096,Victory Scales,KL,business_gst,32AAAAV1247P1ZC,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,ECS with Printer,,99381000000011617,ECS5W,,Sales,"Make:YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III
Serial No:TE8222 To TE8223",2.00,0.00,nos,10000.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,3600.00,Tax Group,,,goods,,20000.00,20000.00,23600.00,,,,
99381000000940323,2020-06-03,DC-00058,others,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,ECS with Printer,,99381000000011617,ECS5W,,Sales,Make:YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III,6.00,0.00,nos,10000.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,10800.00,Tax Group,,,goods,,60000.00,60000.00,70800.00,,,,
99381000000959853,2020-06-09,DC-00059,others,Draft,,99381000000098082,Cochin,99381000000364094,TRAAS TECH,KL,business_gst,32AAPFT2527C1ZF,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,MOTHER BOARD ATM/BENCH PC,,99381000000313080,BPC114,,Sales,,1.00,0.00,nos,130.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,23.40,Tax Group,,,goods,,130.00,130.00,153.40,,,,
99381000000959863,2020-06-09,DC-00060,others,Draft,,99381000000098082,Cochin,99381000000151001,Dynamic Enterprises,KL,business_gst,32ATJPS7075B1ZN,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Load Cell 70kg Bench PC,,99381000000542215,BPC113,,Sales,,4.00,0.00,pcs,220.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,158.40,Tax Group,,,goods,,880.00,880.00,1038.40,,,,
99381000000985026,2020-06-15,DC-00061,others,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Price Computing scale,,99381000000016031,ATMPC,,Sales,"Make: YESWEIGH  Model:YSP-20
Max:20kg  e:2g  Min:40g  Class:III",50.00,0.00,nos,1880.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,16920.00,Tax Group,,,goods,,94000.00,193840.00,228731.20,,,,
99381000000985026,2020-06-15,DC-00061,others,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Platform scale,,99381000000016068,BENCHPC,,Sales,"Make: YESWEIGH  Model:YSP-50
Max:50kg  e:5g  Min:100g  Class:III",48.00,0.00,nos,2080.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,17971.20,Tax Group,,,goods,,99840.00,193840.00,228731.20,,,,
99381000001014121,2020-06-23,DC-00062,others,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Bill  Printing scale Q74W,,99381000000343190,ECS4W,,Sales,Make: YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III,1.00,0.00,nos,9000.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1620.00,Tax Group,,,goods,,9000.00,9000.00,10620.00,,,,
99381000001014641,2020-06-23,DC-00063,others,Draft,,99381000000098082,Cochin,99381000000364094,TRAAS TECH,KL,business_gst,32AAPFT2527C1ZF,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,MOTHER BOARD ATM/BENCH PC,,99381000000313080,BPC114,,Sales,,1.00,0.00,nos,100.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,18.00,Tax Group,,,goods,,100.00,200.00,236.00,,,,
99381000001014641,2020-06-23,DC-00063,others,Draft,,99381000000098082,Cochin,99381000000364094,TRAAS TECH,KL,business_gst,32AAPFT2527C1ZF,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Load Cell 40kg,,99381000000542288,APC208,,Sales,,1.00,0.00,pcs,100.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,18.00,Tax Group,,,goods,,100.00,200.00,236.00,,,,
99381000001029073,2020-06-26,DC-00064,others,Draft,,99381000000098082,Cochin,99381000000575003,YESWEIGH TECHNOLOGIES PRIVATE LIMITED,KL,business_gst,32AABCY1984H1Z9,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,KEYBOARD,,99381000000306324,ECS811,,Sales,,1.00,0.00,nos,10.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1.80,Tax Group,,,goods,,10.00,10.00,11.80,,,,
99381000001035007,2020-06-27,DC-00065,others,Draft,,99381000000098082,Cochin,99381000000309611,KRAUS INSTRUMENTS,KL,business_gst,32AASFK0676Q1ZM,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,DISPLAY SET FRONT,,99381000000306342,ECS808,,Sales,,2.00,0.00,nos,16.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,5.76,Tax Group,,,goods,,32.00,32.00,37.76,,,,
99381000001036129,2020-06-29,DC-00066,others,Draft,,99381000000098082,Cochin,99381000000014010,SOUTHERN SCALE SERVICES,KL,business_gst,32AANFS5802P1ZR,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Load Cell 70kg Bench PC,,99381000000542215,BPC113,,Sales,,1.00,0.00,pcs,20.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,3.60,Tax Group,,,goods,,20.00,20.00,23.60,,,,
99381000001043060,2020-06-30,DC-00067,others,Draft,,99381000000098082,Cochin,99381000000821148,MUDRA SCALES-WAYANAD,KL,business_gst,32FUOPS1418D1ZO,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,AC/DC Adaptor,,99381000000542391,WPC406,,Sales,,1.00,0.00,pcs,10.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1.80,Tax Group,,,goods,,10.00,10.00,11.80,,,,
99381000001043118,2020-06-30,DC-00068,others,Draft,,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Front Display Board Bench PC,,99381000000542197,BPC111,,Sales,,1.00,0.00,pcs,13.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,2.34,Tax Group,,,goods,,13.00,273.00,322.14,,,,
99381000001043118,2020-06-30,DC-00068,others,Draft,,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,SMPS 7V,,99381000000306148,ECS817,,Sales,,1.00,0.00,nos,50.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,9.00,Tax Group,,,goods,,50.00,273.00,322.14,,,,
99381000001043118,2020-06-30,DC-00068,others,Draft,,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,FRONT DISPLAY BOARD ATM PC,,99381000000313049,APC206,,Sales,,1.00,0.00,nos,30.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,5.40,Tax Group,,,goods,,30.00,273.00,322.14,,,,
99381000001043118,2020-06-30,DC-00068,others,Draft,,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Loadcell 40kg,,99381000000542400,WPC407,,Sales,,2.00,0.00,pcs,15.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,5.40,Tax Group,,,goods,,30.00,273.00,322.14,,,,
99381000001043118,2020-06-30,DC-00068,others,Draft,,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,AC/DC Adaptor,,99381000000542391,WPC406,,Sales,,1.00,0.00,pcs,90.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,16.20,Tax Group,,,goods,,90.00,273.00,322.14,,,,
99381000001043118,2020-06-30,DC-00068,others,Draft,,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,MOTHER BOARD ATM/BENCH PC,,99381000000313080,BPC114,,Sales,,1.00,0.00,nos,30.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,5.40,Tax Group,,,goods,,30.00,273.00,322.14,,,,
99381000001043118,2020-06-30,DC-00068,others,Draft,,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Motherboard ATM PC Waterproof,,99381000000542355,WPC402,,Sales,,1.00,0.00,pcs,30.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,5.40,Tax Group,,,goods,,30.00,273.00,322.14,,,,
99381000001049982,2020-07-01,DC-00069,others,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Bill  Printing scale Q74W,,99381000000343190,ECS4W,,Sales,Make: YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III,2.00,0.00,nos,1000.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,360.00,Tax Group,,,goods,,2000.00,4000.00,4720.00,,,,
99381000001049982,2020-07-01,DC-00069,others,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Bill Printing scale Q8POS,,99381000000011617,ECS5W,,Sales,Make:YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III,2.00,0.00,nos,1000.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,360.00,Tax Group,,,goods,,2000.00,4000.00,4720.00,,,,
99381000001064035,2020-07-03,DC-00070,others,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Table Top Scale  250x300 M,,99381000000562023,TTSTDM,,Sales,"Make : YESWEIGH Model : YST-30
Max: 30kg e: 5g  Min:100g Class III",75.00,0.00,nos,500.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,6750.00,Tax Group,,,goods,,37500.00,37500.00,44250.00,,,,
99381000001074411,2020-07-06,DC-00071,others,Draft,,99381000000098082,Cochin,99381000000615001,LEO SCALES AND SERVICES,KL,business_gst,32AABFL3813F1ZW,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Q8LBL Dot Matrix Display Set,,99381000001073021,Q8602,,Sales,,3.00,0.00,nos,1625.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,877.50,Tax Group,,,goods,,4875.00,4875.00,5752.50,,,,
99381000001140785,2020-07-20,DC-00072,others,Draft,,99381000000098082,Cochin,99381000000017031,EXATA BALANCE CO,KL,business_gst,32AAGFE6830Q1Z4,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,Load Cell 200kg (Platform),,99381000001073039,PLC200,,Sales,,1.00,0.00,nos,40.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,7.20,Tax Group,,,goods,,40.00,40.00,47.20,,,,
